0	0	0	546618874	2085.19	2.91
100	100	25	4046885	2084.95	2.58
400	400	25	4047411	2085.22	2.65
0	0	0	547144220	2087.19	2.86
100	100	25	4050976	2087.06	2.74
400	400	25	4051074	2087.11	2.70
0	0	0	547128256	2087.13	2.65
100	100	25	4051029	2087.08	2.48
400	400	25	4050875	2087.00	2.43
0	0	0	547154140	2087.23	2.72
100	100	25	4051118	2087.13	2.51
400	400	25	4051058	2087.10	2.60
0	0	0	547123166	2087.11	2.69
100	100	25	4051007	2087.07	2.49
400	400	25	4050894	2087.01	2.49
0	0	0	547142276	2087.18	2.58
100	100	25	4051104	2087.12	2.48
400	400	25	4051151	2087.15	2.46
0	0	0	547162877	2087.26	2.60
100	100	25	4051248	2087.20	2.37
400	400	25	4051217	2087.18	2.46
0	0	0	547176725	2087.31	2.59
100	100	25	4051492	2087.32	2.41
400	400	25	4051376	2087.26	2.51
0	0	0	547138116	2087.17	2.59
100	100	25	4050937	2087.04	2.32
400	400	25	4051158	2087.15	2.51
0	0	0	542042555	2067.73	3.07
100	100	25	4013469	2067.73	2.97
400	400	25	4013336	2067.66	2.87
0	0	0	541976504	2067.48	2.99
100	100	25	4012914	2067.45	2.95
400	400	25	4012750	2067.36	2.93
0	0	0	542043525	2067.73	2.90
100	100	25	4013315	2067.65	2.86
400	400	25	4013415	2067.70	2.86
0	0	0	542250143	2068.52	2.95
100	100	25	4014607	2068.32	2.83
400	400	25	4015279	2068.67	2.87
0	0	0	542344123	2068.88	10.52
100	100	25	4014584	2068.31	2.87
400	400	25	4014681	2068.36	2.81
0	0	0	542170047	2068.21	3.40
100	100	25	4014197	2068.11	2.74
400	400	25	4014473	2068.25	2.91
0	0	0	542192070	2068.30	2.92
100	100	25	4014383	2068.20	2.82
400	400	25	4014512	2068.27	2.79
